text,annotation_48,annotation_45,annotation_46,annotation_47
You should attend some school board meetings here in Pennsyltucky. Parents are screaming and pulling their kids out because the boards are saying they will follow CDC guidelines about masks and they are literally losing their flipping minds.,anti-mitigation,unclear,,"anti-mitigation,anti-mitigation"
I’ve worked in pharma for over 30 years and I don’t think anyone is going to be eager to inoculate themselves or th… https://t.co/lPEU5LonBw,anti-mitigation,unclear,anti-mitigation,unclear
"Ask not why was approved but, how much it adds up. The current #corporatocracy government is the reason.… https://t.co/QSe0MI0YsZ",unclear,unclear,unclear,anti-mitigation
Stupid people should not be able to tweet. The CDC guidelines say even if fully vaxed to still wear a mask.  https://t.co/agsOJ6Ttmr,unclear,pro-mitigation,pro-mitigation,pro-mitigation
68 volunteers from three Pune based hospitals get COVISHIELD vaccine dose in the second phase of human trials… https://t.co/8zKshWboVQ,unclear,pro-mitigation,unclear,pro-mitigation
"working with as analytics partner, is publishing a white paper on delivering stable logi… https://t.co/OjBapREb3S",unclear,unclear,unclear,unclear
"Let’s all work together to #SlowTheSpread shop my handmade #facemasks before they’re gone 
MadMaskr… https://t.co/kgR6dL5EMy",unclear,unclear,pro-mitigation,pro-mitigation
"COVID-19 Vaccines Won't End Pandemic, Unless Delivered Equitably: Bill Gates

#Covid_19 #BillGates #pandemic… https://t.co/sh6jpclXDB",anti-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
"Reopening schools within the first 100 days was one of his major policy goals. He pushed the CDC to go against the science and relax their guidelines on schools to allow him to do it, *and* he completely misrepresent their findings, lying and saying it was safe.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"Another death on your watch, Kristi. All because you refused to protect your constituents &amp; went full trump. I hope all these governors who refused to enact CDC guidelines are sued into oblivion. #NegligentHomicide  #RecklessEndangerment  #Cult45 #COVIDIOTS #Cult45",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Maybe - but many of the unvaccinated are also anti-masks. Also, too many governors in states like mine failed to mandate masking policies &amp; or follow CDC guidelines in the 1st place. Once masks were politicized &amp; weaponized, all bets were off. I have continued to mask up indoors.",unclear,pro-mitigation,pro-mitigation,pro-mitigation
The newly released CDC guidelines also make explicit mention to this - maybe that would help?  https://t.co/OaT0unTHOx,unclear,unclear,pro-mitigation,pro-mitigation
" https://t.co/EDfLIopQrq I told all my friends not to get excited! This Covid war isn't over! I don't know about you, but I don't trust the CDC and their so called guidelines. I'll keep wearing my masks when I go public places.",anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Brazil's state-run Oswaldo Cruz Foundation (will commence production in December of an initial 100 millio… https://t.co/NHMuExZCOx,unclear,unclear,unclear,pro-mitigation
In my family we wait for PlayStation to work out all the kinks before we buy the new system. But apparently I’m sup… https://t.co/zy4n8m4umW,unclear,unclear,unclear,unclear
"Phase-3 trials of Covid vaccine deferred for a fortnight in Lucknow hospital
#CovidVaccine 
#Covaxin
#Phase3Trials… https://t.co/f2CrevW9oB",unclear,unclear,unclear,unclear
Don't need 2 go far 4 reasons 2 distrust gov about health care/particularly COVID vaccines. Many… https://t.co/isecrklNCp,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"On my flight the attendant said, ""this is dumb but we have to enforce it otherwise some1 might say we didn't"". Then announced the CDC updated their guidelines but the airline was following the govt orders/manadate. The airports don't care as much. Scores of people w/o masks.",unclear,pro-mitigation,unclear,anti-mitigation
CDC finally published #longcovid guidelines. This is a big deal.  https://t.co/Lw0tk8z8Wz,unclear,unclear,unclear,pro-mitigation
Australian Covid-19 vaccine yields positive pre-clinical results #CoronavirusVaccine #Covid_19… https://t.co/kMjkvhDNEL,pro-mitigation,unclear,unclear,unclear
"When TX dropped its mandate, most people stayed masked. When the CDC changed its guidelines, the TX population went maskless practically overnight. It's been something to see!",unclear,unclear,unclear,unclear
There are already states that have banned mask mandates in schools. CDC guidelines are not mandatory; state directives override them.,unclear,unclear,unclear,anti-mitigation
CDC  If the DEA was already decreasing the opioid quote since 2011 and prescribing them also declined...  why did you publish the 2016 guidelines for opioid prescribing?   https://t.co/czmu5R7VG7,unclear,unclear,unclear,unclear
"I feel like Governor Andrew Cuomo didn’t follow the CDC, CMS, and HHS guidelines on people with disabilities of last year. ",unclear,unclear,pro-mitigation,unclear
How do Covid vaccine trials work? QW+ database member explains in this video. Also - there's some… https://t.co/telVWQp878,unclear,unclear,unclear,unclear
"Story about a #CovidVaccine 
#Covid19 
#Vaccines https://t.co/0DlQmqWcIP",unclear,unclear,unclear,unclear
"A stark reality check for all the “sheep” who believe a vaccine is the best solution for covid! 

Do you really wan… https://t.co/HCYLmmSK4b",unclear,anti-mitigation,anti-mitigation,anti-mitigation
I agree to a point.  But the CDC says you don’t need to if you are vaccinated.  I guess my argument is if I was supposed to believe them and follow their guidelines a year ago why shouldn’t I now?,pro-mitigation,unclear,anti-mitigation,pro-mitigation
"The first vaccine is here.

#CovidVaccine #coronavaccine
#RussianVaccine #CoronavirusVaccine
#SaveTheWorld… https://t.co/08Vx19BEiA",unclear,unclear,unclear,unclear
"India on Thursday recorded its biggest one-day COVID-19 case rise yet, with nearly 96,000 fresh cases in the last 2… https://t.co/grpxiTNWBB",unclear,unclear,unclear,unclear
"The CDC tripped over its own d*ck re masking guidelines. Since vaz resisters are almost guaranteed to lie about it, the guidance amounted to blanket permission for everyone to un-mask. You can't un-screw that pooch.",anti-mitigation,unclear,anti-mitigation,anti-mitigation
#CovidVaccine trials have been fast-tracked &amp; Phase 3 trials are being exempted by many countri… https://t.co/f9054R16Yj,unclear,unclear,unclear,unclear
"The CDC released new guidelines Friday stating students, teachers and staff who are fully-vaccinated do not have to wear masks when going back to school in the fall.   https://t.co/1ejWIa9XvA",unclear,anti-mitigation,unclear,pro-mitigation
#JammuKashmir's health &amp; medical education department began influenza vaccination for healthcare professionals deal… https://t.co/C8GHHZzCIo,unclear,pro-mitigation,unclear,unclear
"We all want to get back to the things we love to do. Help us get there by following CDC guidelines, wearing a mask and getting a #COVID19 vaccine.  https://t.co/aLcGqZfqYl #getvaccinated   #ourcallingisyou  https://t.co/C9V01u3NK6",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Finally ... first vaccine is officially out and congratulations, scientists, doctors and volunteers.. great to see… https://t.co/AR7tQyYwiQ",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
CDC Infection Control Guidelines Catch Up With Need to Address Aerosols   https://t.co/BOXpRcJjIc,unclear,unclear,unclear,pro-mitigation
"In accordance with the CDC’s most recent guidelines, guests that are not fully vaccinated are strongly encouraged to wear masks or face coverings while attending BSWA events. Any guest who needs a mask during an event may obtain one at no cost from the Arena.",unclear,pro-mitigation,unclear,pro-mitigation
If vaccines are 100% safe then why do governments take on the liability for pharmaceutical companies so that they c… https://t.co/bDFvAis3Jt,,anti-mitigation,anti-mitigation,anti-mitigation
"On Thursday of last week, the Fed made the biggest change to monetary policy in 40 years. At his press conference,… https://t.co/3uXHwKbnSY",unclear,unclear,unclear,unclear
Who would have thought that undermining the CDC would destroy public trust in a vaccine being rushed to market by a… https://t.co/XUKU3xGYWb,anti-mitigation,unclear,anti-mitigation,anti-mitigation
"Did give any indian 15 lakh rs as promised ????
So people of #bihar think thrice before u vote for… https://t.co/KS9d0Toh4X",unclear,unclear,unclear,unclear
#ADA Law protects the Right of Disabled to receive Opiod Pain Medication. Why are we fighting #CDC Guidelines &amp; #PROP so hard when Law is on our side? #CDC &amp; #PROP = Guidelines #ADA is LAW!? What am I missing? ,anti-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
That was my mis-statement. I was shorthanding that they claimed to be following all CDC guidelines when the photos of the private plane were posted.   My bad for being unclear. My apologies.,unclear,unclear,unclear,unclear
$abus funny how Acuitas Tx suddenly goes as far to claim that access to mRNA LNPs only from them. I guess they are… https://t.co/1EKYknbE5d,unclear,unclear,unclear,unclear
"While I agree, they’re following a lot of CDC/state guidelines still. They can still have their wishes for the most part. I kinda view it this way too - if a child visited a large gathering or air traveled and got Covid, that would be even worse.",unclear,unclear,pro-mitigation,anti-mitigation
"I haven't been locked in my home, because some of us have to work. I'll base things on the increase of case numbers in the following weeks, after everything opens up without masks. If we were to follow CDC guidelines, this wouldn't be happening right now. Thanks for your input.",pro-mitigation,unclear,pro-mitigation,anti-mitigation
"6 people near me on Flight 239 (29A, 29D, 29E, 29F, 28C) didn’t wear masks or didn’t wear them properly. Flight attendants did nothing when I asked. Why is Frontier violating FAA, DOT, and CDC guidelines?",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
UM  has been a great and devoted mother and has raised all her girls well. She was following CDC guidelines. It’s extremely disgusting to judge someone’s parenting.,unclear,unclear,unclear,pro-mitigation
"President Vladimir Putin claims Russia developed world’s first COVID vaccine
#VladimirPutin #Russia #CovidVaccine… https://t.co/y8gNqBTprX",unclear,pro-mitigation,unclear,unclear
They never tested positive Chris did and is vaccinated. That’s the biggest problem. CDC already said they don’t care for positives out of vaccinated people. Why is the NBA not adjusting their rules to follow new guidelines.,,unclear,anti-mitigation,pro-mitigation
My guess is that these people are following US CDC guidelines rather than our own.,unclear,unclear,unclear,pro-mitigation
"The CDC's new guidelines state that even if you are fully vaccinated and wearing a mask, you should still Google LASD gangs.",unclear,unclear,unclear,unclear
"As more older adults are currently receiving the COVID-19 vaccine, the U.S. Centers for Disease Control and Prevention (CDC) has released new guidelines for fully vaccinated individuals. #visitingangels #homecareassistance #covid19vaccine  https://t.co/VsPrm1NbLX",unclear,unclear,unclear,pro-mitigation
"Whether you like Villanueva or not, making the argument he is going against the science doesn’t make sense. His comments are in full compliance of CDC Guidelines. The CDC’s current guidelines for vaccinated individuals is to resume activities as you did before the virus.",unclear,unclear,pro-mitigation,pro-mitigation
If you all think that unvaccinated people listened to CDC guidelines on masks that’s hilarious. There is no direct causal link and to say so is irresponsible. Let’s place blame on right wing media disinformation and holding people personally accountable for their actions.,unclear,unclear,pro-mitigation,pro-mitigation
#CovidVaccine can anyone tell me why a Covid vaccine will work when scientists say that some people loose there imm… https://t.co/dLZoUjzPLm,unclear,unclear,anti-mitigation,anti-mitigation
"Like should be.... #solidarity among countries!
This is the way to face the #COVID_19......only through SOLIDARITY… https://t.co/o4WqTxau4P",unclear,unclear,unclear,pro-mitigation
The CDC director under Obama criticized the Trump administration for not following CDC guidelines to transition to elastomeric respirators at the start of the pandemic but he refuses to publicly talk about that problem with Biden in office so journalists aren’t reporting on this.,unclear,unclear,unclear,unclear
"""#Putin"" scores over #Trump, #Johnson, #Merkel, #Castex, #Jinping, #Netanyahu, #Conte, #Abe. Need to wait for effec… https://t.co/W73AdPs36q",unclear,unclear,unclear,unclear
I wouldn’t take a vaccine from any of them until AT LEAST next year! #CovidVaccine,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"Wondering when a #COVIDVaccine will be available? 💉💊Here's where the research stands, &amp; what the future might hold… https://t.co/aSKooeP2Ny",unclear,unclear,unclear,pro-mitigation
Please read and retweet this medical advice which gets more and more relevant each day as trump keeps lying to… https://t.co/G3Otcko5WR,,unclear,unclear,pro-mitigation
"HCW seem to be perfect human trial subjects for vaccines.
By knowing a certain cohort will regularly aquire disease… https://t.co/eQ3rk0vOTf",unclear,unclear,unclear,anti-mitigation
"CDC Relaxes COVID Guidelines; Vaxxed Teachers, Staff And Students No Longer Need To Wear Masks Inside School Buildings   https://t.co/Phg8EFPaND",unclear,anti-mitigation,unclear,pro-mitigation
"NEW COVID SCHOOL GUIDELINES: CDC says vaccinated teachers, students don't need to wear masks in schools   https://t.co/npcaqqEfup",unclear,unclear,unclear,pro-mitigation
We will adhere to then-current CDC guidelines; vaccinated people are free to unmask but not vaccinated people will be required to.,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
"According to Dallas Co., Texas is at high risk. These are the COVID guidelines set by the CDC:  https://t.co/bjCy4CXYgG #COVIDActNow",unclear,unclear,unclear,pro-mitigation
Is this true? #CovidVaccine  ? https://t.co/ff3UW6dwpJ,unclear,unclear,unclear,unclear
Yes.  I followed the CDC guidelines and still got it.  I'm still baffled as to where/how I could've picked it up.,unclear,unclear,unclear,pro-mitigation
"My job was testing for COVID 40 hours a week, I did it from Jan - the first week of June. As more ppl got vaxed &amp; CDC guidelines changed, I noticed that from end of April through end of my contract in June, the ONLY ppl testing pos+ were symptomatic fully vaxed ppl.  Wear a mask!",unclear,pro-mitigation,pro-mitigation,anti-mitigation
"The war on drugs started in 1970 by president Nixon was a lie, now 50 years have passed with billions of dollars spent to no avail. Illegal drugs are the enemy , not our doctor's .Suspend CDC guidelines !",anti-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
#SputnikV let’s hope this works Russia. #CoronavirusVaccine #CovidVaccine,unclear,pro-mitigation,unclear,unclear
Whaat! Is that true? Will our bodies be controlled by external forces through this #CovidVaccine? I heard abt this… https://t.co/ZJ1Vk2mtdD,unclear,unclear,anti-mitigation,anti-mitigation
International Flights Will Resume Only After Vaccination Is Confirmed; How Much More Delay? https://t.co/bJaEZReX0O,unclear,anti-mitigation,unclear,anti-mitigation
He knows the secret of covid vaccine.. very genius?? #CovidVaccine https://t.co/wyb3pCkDHq,unclear,unclear,unclear,pro-mitigation
Why don’t you tell big brother newsom to follow the science and to follow the cdc guidelines on mask wearing in schools.,unclear,pro-mitigation,pro-mitigation,pro-mitigation
#makethisgoviral  https://t.co/9r3dfSQ7EJ #donations accepted cash app: $docnorm STUDIES SHOW MORPHINE MILLIGRAM EQUIVALENT (MME) USED IN CDC 2016 OPIOID GUIDELINES ARE BOTH BOGUS AND UNSCIENTIFIC:   1.  https://t.co/EmEj17ze19,unclear,unclear,unclear,unclear
"BREAKING: CDC issues new #covid19 guidelines for schools.  What I like: 1) Emphasis on getting all kids back, in-person, 100% 2) Masks are needed indoors for unvaccinated children 2+ 3) Except in very low transmission areas, weekly testing for unvaccinated students + staff",unclear,pro-mitigation,pro-mitigation,pro-mitigation
"I am so sick of being thrown attitude by mask freaks , they screamed 18 months to follow science but now they don't trust the CDC when the Guidelines are Fully vaccinated people can resume activities without wearing a mask or physically distancing",pro-mitigation,anti-mitigation,unclear,pro-mitigation
"Filing Under History's Cringiest Quotes  ""The WHO is responsible for the planet as a whole. It's different in the world in general from here in the United States.""  - Dr. Anthony Fauci explains the difference between the CDC and WHO's recent mask-wearing guidelines.",unclear,unclear,unclear,unclear
The push to fully reopen schools coincides with the CDC’s issuance of new guidelines for K-12 school reopenings that further relax already inadequate safety measures intended to mitigate the spread of COVID-19 on school campuses.  https://t.co/QYs26sud2w,anti-mitigation,pro-mitigation,unclear,pro-mitigation
Wow! The CDC...a guidelines consortium speaks... CDC Investigating Cases of Neurological Disorder Linked to Johnson &amp;#038; Johnson COVID-19 Vaccine  https://t.co/o8HK4hrdGu via ,unclear,unclear,unclear,unclear
"I spy with my little eye an excuse that will be used not to get the #CovidVaccine ... 

""It actually fits quite nic… https://t.co/ACtf4wWNXl",unclear,anti-mitigation,anti-mitigation,anti-mitigation
I don't believe you have Addiction issues. I believe you are like the rest of us who have been cut off or doses significantly reduced b/c of CDC Opioid prescribing guidelines.,unclear,unclear,unclear,pro-mitigation
How fantastic to see our 'Charlie and the C Monsters' resources featured on the website and availab… https://t.co/CSxAWxrGLD,unclear,unclear,unclear,unclear
"#PuneHospital to begin Phase III of human trial of #COVIDvaccine https://t.co/kUANFH2jwZ 
#covid19 #COVID19vaccine… https://t.co/V92Fd9iDhR",unclear,unclear,unclear,unclear
"వైరస్‌కి వ్యాక్సిన్‌ వద్దంటున్న జనం?
People Not Inviting Vaccine For Virus | #SomethingSpecial ||#ABNTelugu 

Watch… https://t.co/cGaaJGPh3r",unclear,unclear,anti-mitigation,unclear
"#NWO #Pope Francis Sides With Bill #Gates 

And Says #COVIDVaccine 

Must Be 'Universal And For All People' 

Despi… https://t.co/16s0lZ3Idu",unclear,anti-mitigation,unclear,pro-mitigation
CDC’s COVID-19 Science Update  https://t.co/tsyfgXLUKA via      #DeltaPlusVariant #COVID19  #StaySafe #CDCGuidelines,unclear,unclear,unclear,pro-mitigation
"$vxrt

I expect to be trading in the 20 range this week! Watch!

#OperationWarpSpeed #vaccinefunding #oralvaccine… https://t.co/3LYoc6ToEO",unclear,unclear,unclear,unclear
"1/2 of #Canadians, #UK, #Americans to get #cancer?
 
Explains why… https://t.co/vIZyavTval",unclear,unclear,anti-mitigation,unclear
"Serious question, what meltdown? Again, you're not listening. It was on ETHAN's opinion that you should trust the CDC without question. Not the guidelines predominantly. That's why hehas been playing the soundclip of Ethan. He cant get the reasoning behind that soundclip from Sdr",unclear,unclear,unclear,anti-mitigation
"CDC made similar recs years ago!   It’s like they don’t trust women to plan their pregnancies, but somehow are expecting them to follow their guidelines",anti-mitigation,unclear,unclear,anti-mitigation
"NO ONE WANTS YOUR VACCINE #PFIZER 
TAKE YOUR VACCINE AND SHOVE IT UP YOUR A… https://t.co/lrsb8k5bSn",unclear,anti-mitigation,anti-mitigation,anti-mitigation
"The Government should pay for it. But, I’m sure they’ll find a way to profit from it. #vaccines #CovidVaccine https://t.co/mbpNQLh9tW",unclear,unclear,unclear,unclear
"So going by what #NirmalaSitharaman said, in India, you can only have free #CovidVaccine if you vote BJP and Modi G… https://t.co/jNcQzCkMwX",unclear,unclear,unclear,unclear
Our #CovidVaccine and treatment potential is in great hands. I’m proud to work with and support these excellent peo… https://t.co/CKS7yKTvoR,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"They should first test the #CovidVaccine on gov't officials. If they are safe, the vaccine is good, but if they die, the country is safe.",anti-mitigation,unclear,anti-mitigation,anti-mitigation
"Report from an employee at US Postal Service in LA CROSSE, WI on Oct 19, 2020: ""In building (mail carriers) CDC guidelines adressing COVID19 are not being followed. 1) Employees are not informed...  https://t.co/t2LOPkLb89",unclear,unclear,unclear,unclear
"Do the political staffers and politicians see this?   Canadians deserve transparency. When Americans were getting vaxxed, CDC quickly released new guidelines. Life is going back to normal. When will do the same?   #cdnpoli",pro-mitigation,unclear,pro-mitigation,pro-mitigation
And what are the CDC guidelines regarding vaccinated individuals needing to quarantine after potentially in contact with someone who is covid positive?,unclear,unclear,unclear,pro-mitigation
"India should reach adequacy by the end of 2021. 

Without disturbing current immunisation infrastructure, which can… https://t.co/Dz2bPbOpbZ",unclear,unclear,unclear,unclear
"Hi, We are doing our best to remain open to serve our clients while implementing changes within our financial centers to follow CDC  and government guidelines. As such, some locations may be either temporarily closed or operating at adjusted hours. ^Annette",pro-mitigation,anti-mitigation,unclear,pro-mitigation
Dr. Fauci speaks on CDC’s new guidelines for fully vaccinated students  https://t.co/4pFpslDYZU via ,unclear,unclear,unclear,pro-mitigation
A 25-year-old man from Nevada is the first known American to catch #COVID-19 twice. The patient has since recovered… https://t.co/vwiFi3dggB,unclear,unclear,unclear,unclear
Brace yourself. This is going to be the norm for while. The development of a safe and effective vacc… https://t.co/NFjXMshfUT,unclear,pro-mitigation,unclear,unclear
BREAKING: PGIMER in Chandigarh will be beginning the Phase II trial of oxford Covid-19 vaccine candidate -- Covishi… https://t.co/9dy2UyOdqM,unclear,unclear,unclear,unclear
Russia have introduced the first #CovidVaccine &amp; I guess what an amazing news 😍 I hope it works amazing as well 🤞🏻… https://t.co/zWXNBZbL4z,unclear,pro-mitigation,pro-mitigation,pro-mitigation
"To people getting the #FluShot and later #CovidVaccine: 

Thank you!

- From the people not able to be vaccinated b… https://t.co/UPMgiDaH40",pro-mitigation,unclear,unclear,pro-mitigation
Hopefully they will release information on the adverse event #clinicaltrial #CovidVaccine https://t.co/z2lXMJH6Ut,unclear,unclear,unclear,unclear
"Do we have an operation #warpspeed ? 

https://t.co/Su4efqdbzb",unclear,unclear,unclear,unclear
"""Fully vaccinated people can resume activities without wearing a mask or physically distancing, except where required by federal, state, local, tribal, or territorial laws, rules, and regulations, including local business and workplace guidance."" Latest guidelines - CDC website",unclear,anti-mitigation,unclear,pro-mitigation
"The Indian Express: Russia Covid-19 vaccine: World leaders, health officials have mixed response.… https://t.co/EuuI4zjPpe",unclear,unclear,unclear,unclear
"This is why CDC guidelines are that testing asymptomatic, vaccinated people is unnecessary. It is unlikely that they are able to spread, despite being infected. The vaccines do their job.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
#NagpurAlert : 73 persons tested +ve from #Nagpur today till 11.30 pm; Total cases 10361; #COVID19… https://t.co/YmVSpoPTTN,unclear,unclear,unclear,unclear
"It is great to see that our country is getting ready for #CovidVaccine and also for world.
#AatmaNirbharBharat… https://t.co/XNErRSSaYt",unclear,pro-mitigation,pro-mitigation,pro-mitigation
"Divyansh Singh, August 14, 2020, Bangalore

Rahul Gandhi Condemns Government Over COVID-19 Vaccine. Read Full Story… https://t.co/ai5AHzYfdT",unclear,unclear,unclear,unclear
"Take a minute and lookup ""Private Conveyance"".  Then lookup the exclusions of the CDC guidelines.  Good Lord you anti maskers are uneducated.",pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
"“The general population appears desensitized to the threat, and individuals are not following CDC guidelines related to mask-wearing for unvaccinated persons or maintaining social distancing in crowded indoor locations.”",unclear,unclear,unclear,pro-mitigation
Of course. Then please follow cdc guidelines on the unvaccinated and we will all get through this healthily.,pro-mitigation,unclear,pro-mitigation,pro-mitigation
"Everyone's life is important. Just because some people have money/can afford to be home till a #CovidVaccine comes,… https://t.co/UoYtEkjvd9",unclear,pro-mitigation,unclear,anti-mitigation
"Of course they bear *some* responsibility, as is true of nearly anyone infected. None of us take maximal precautions all the time. They were, however, following CDC guidelines for the fully vaccinated. The ""problem"" is that they got infected. We keep learning.",anti-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
I meandered onto some trolls timeline and saw a Bre*tbart personality urging red state legislators to write laws override CDC guidelines. Just like an active effort to doom people.,pro-mitigation,unclear,anti-mitigation,unclear
To those who wear a mask- thank you. Thank you for thinking of others. Thank you for caring about everyone else besides yourselves only. Same thing to those who got vaccinated &amp; wear masks / wore them &amp; follow cdc guidelines ❣️,unclear,pro-mitigation,pro-mitigation,pro-mitigation
A federal appeals court panel sided with the CDC in its legal battle with Florida over COVID-19 guidelines for cruise lines.    https://t.co/iMtefYHQis,unclear,pro-mitigation,unclear,unclear
please help us spread the word #covidwarriors #MythAndFact #COVID19India #CovidVaccine… https://t.co/451g1JYAOh,unclear,unclear,unclear,pro-mitigation
"Is the Russian vaccine good?

It’s tested on 76 volunteers; phase 3 trials not done. A good vaccine is tested on 20… https://t.co/9BSK5zeDmp",unclear,unclear,unclear,anti-mitigation
"Bill Gates Vaccine Record 

https://t.co/AWiuCmAqNR via 

#ExposeBillGatesDay #BillGates… https://t.co/3axeEYcmPb",unclear,unclear,unclear,unclear
did cdc and federal guidelines train or are you not enforcing masks on public transit. I’m wearing a mask and 80% of other ladies aren’t. Wellington station. T ambassador not telling folks to mask up. #shame #WearAMask,unclear,pro-mitigation,anti-mitigation,pro-mitigation
Scientists at Oxford University have made a breakthrough in the quest to find a COVID-19 vaccine. Vital preparation… https://t.co/ciJ0BP1puh,unclear,pro-mitigation,unclear,pro-mitigation
Totally safe all produced &amp; provided by #mypillowguy very trustworthy believe you me LMAO #LiesLiesLies… https://t.co/YGYdeikEPY,unclear,unclear,unclear,unclear
"Fight against Corona: COVID-19 vaccine maybe ready by the end of 2020, said experts https://t.co/utYNpWsxR2… https://t.co/yUXDsiCXlq",unclear,pro-mitigation,unclear,pro-mitigation
Sirf  #MukeshAmbani  Company &amp; it's Workers Jobs are Safe baaki Sa… https://t.co/GW2KpWZpNz,unclear,unclear,unclear,unclear
Welk this is concerning. #CovidVaccine https://t.co/AMuR0zHv3Q,unclear,unclear,unclear,unclear
"Doctor warns the #Italian people on #COVIDvaccine #COVID19 

https://t.co/o1QQgKGrDB",unclear,unclear,unclear,unclear
"People who are fully vaccinated can travel within the U.S., according to updated CDC guidelines announced on Friday.  https://t.co/gcSa5MhcS2 03",pro-mitigation,unclear,unclear,pro-mitigation
"#azaadi from masks. When is this happening? 
#COVID19 #CovidVaccine https://t.co/mtioeYNRdS",unclear,unclear,anti-mitigation,unclear
California schools will still require masks despite CDC guidelines  https://t.co/jBPpz1DjxB,unclear,pro-mitigation,unclear,anti-mitigation
"Johnson &amp; Johnson's coronavirus vaccine is fourth to begin Phase 3 trials in the United States #CovidVaccine
https://t.co/26x8epwVed",unclear,unclear,unclear,unclear
Friday’s Articles On School Reopening – New CDC Guidelines Edition!  https://t.co/fSQuQwxz6r,unclear,unclear,unclear,pro-mitigation
China National Biotech Group has two vaccine candidates out of five from Chinese developers that are in the final s… https://t.co/gJvxMew7fz,unclear,unclear,unclear,unclear
"I admit, the dropping of masks from CDC guidelines &amp; ensuing dropping of masks in stores are what finally convinced me to get vaccinated. TX was one of the first to drop the mandate, but people still masked in urban areas. But yes, it's backfiring horribly",unclear,unclear,anti-mitigation,pro-mitigation
"#Russia and #Iran To Jointly Produce #Coronavirus Vaccine

#CovidVaccine 

https://t.co/Xj33dRVBCK",unclear,unclear,unclear,unclear
"Federal judge rules in favor of Florida, tosses out CDC cruise guidelines  https://t.co/vJjpvqQ7Vs",unclear,pro-mitigation,unclear,unclear
It will probably be compulsory here too. Why else would Trump say the military is going to distribute the vaccine i… https://t.co/pAz9w3RsuF,unclear,unclear,unclear,unclear
"As someone who grew up in Upland and Alta Loma, fuck you. This is not only morally bankrupt, it’s against CDC guidelines.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
The has published updated requirements for Emergency Use Authorization (EUA) for #coronavirus therapeutics.… https://t.co/2gt87CoBoj,unclear,unclear,unclear,pro-mitigation
"Uttar Pradesh registers record 95 COVID-19 deaths, toll rises to 2,733; 4,991 fresh cases push state's infection co… https://t.co/IzcEzfsVDv",unclear,unclear,unclear,unclear
"WHO., CDC different guidelines. CDC , Dr Fauci not yet changed it's same fully vaccinated don't need to wear mask outdoors and indoor settings.",unclear,unclear,anti-mitigation,pro-mitigation
